HGG100_,Training
HGG101_,Training
HGG102_,Training
HGG103_,Inference
HGG104_,Training
HGG105_,Training
HGG106_,Validation
HGG107_,Validation
HGG108_,Training
HGG109_,Training
HGG10_,Training
HGG110_,Training
HGG111_,Training
HGG112_,Validation
HGG113_,Validation
HGG114_,Training
HGG115_,Training
HGG116_,Inference
HGG117_,Inference
HGG118_,Training
HGG119_,Training
HGG11_,Training
HGG120_,Inference
HGG121_,Training
HGG122_,Training
HGG123_,Training
HGG124_,Training
HGG125_,Inference
HGG126_,Training
HGG127_,Training
HGG128_,Training
HGG129_,Training
HGG12_,Training
HGG130_,Training
HGG131_,Inference
HGG132_,Training
HGG133_,Training
HGG134_,Training
HGG135_,Training
HGG136_,Inference
HGG137_,Training
HGG138_,Training
HGG139_,Inference
HGG13_,Inference
HGG140_,Training
HGG141_,Inference
HGG142_,Validation
HGG143_,Training
HGG144_,Training
HGG145_,Validation
HGG146_,Training
HGG147_,Training
HGG148_,Inference
HGG149_,Inference
HGG14_,Validation
HGG150_,Training
HGG151_,Training
HGG152_,Validation
HGG153_,Training
HGG154_,Training
HGG155_,Training
HGG156_,Inference
HGG157_,Training
HGG158_,Training
HGG159_,Training
HGG15_,Training
HGG160_,Training
HGG161_,Training
HGG162_,Inference
HGG163_,Training
HGG164_,Inference
HGG165_,Training
HGG166_,Training
HGG167_,Validation
HGG168_,Training
HGG169_,Training
HGG16_,Training
HGG170_,Validation
HGG171_,Training
HGG172_,Training
HGG173_,Training
HGG174_,Inference
HGG175_,Training
HGG176_,Inference
HGG177_,Training
HGG178_,Inference
HGG179_,Training
HGG17_,Inference
HGG180_,Training
HGG181_,Training
HGG182_,Training
HGG183_,Training
HGG184_,Training
HGG185_,Training
HGG186_,Training
HGG187_,Inference
HGG188_,Inference
HGG189_,Training
HGG18_,Training
HGG190_,Training
HGG191_,Training
HGG192_,Training
HGG193_,Inference
HGG194_,Training
HGG195_,Inference
HGG196_,Training
HGG197_,Training
HGG198_,Inference
HGG199_,Training
HGG19_,Training
HGG1_,Training
HGG200_,Training
HGG201_,Training
HGG202_,Training
HGG203_,Training
HGG204_,Training
HGG205_,Validation
HGG206_,Inference
HGG207_,Training
HGG208_,Training
HGG209_,Training
HGG20_,Training
HGG210_,Validation
HGG21_,Inference
HGG22_,Training
HGG23_,Inference
HGG24_,Inference
HGG25_,Validation
HGG26_,Training
HGG27_,Training
HGG28_,Training
HGG29_,Training
HGG2_,Validation
HGG30_,Training
HGG31_,Training
HGG32_,Training
HGG33_,Inference
HGG34_,Training
HGG35_,Training
HGG36_,Training
HGG37_,Inference
HGG38_,Training
HGG39_,Validation
HGG3_,Training
HGG40_,Training
HGG41_,Training
HGG42_,Training
HGG43_,Training
HGG44_,Training
HGG45_,Training
HGG46_,Training
HGG47_,Training
HGG48_,Inference
HGG49_,Training
HGG4_,Training
HGG50_,Inference
HGG51_,Training
HGG52_,Training
HGG53_,Validation
HGG54_,Training
HGG55_,Training
HGG56_,Validation
HGG57_,Training
HGG58_,Training
HGG59_,Training
HGG5_,Training
HGG60_,Training
HGG61_,Validation
HGG62_,Training
HGG63_,Inference
HGG64_,Training
HGG65_,Inference
HGG66_,Inference
HGG67_,Training
HGG68_,Training
HGG69_,Training
HGG6_,Inference
HGG70_,Training
HGG71_,Training
HGG72_,Training
HGG73_,Training
HGG74_,Inference
HGG75_,Inference
HGG76_,Training
HGG77_,Inference
HGG78_,Training
HGG79_,Validation
HGG7_,Training
HGG80_,Training
HGG81_,Training
HGG82_,Validation
HGG83_,Training
HGG84_,Training
HGG85_,Training
HGG86_,Training
HGG87_,Inference
HGG88_,Validation
HGG89_,Training
HGG8_,Training
HGG90_,Inference
HGG91_,Training
HGG92_,Validation
HGG93_,Training
HGG94_,Training
HGG95_,Training
HGG96_,Training
HGG97_,Training
HGG98_,Training
HGG99_,Training
HGG9_,Validation
LGG10_,Training
LGG11_,Training
LGG12_,Inference
LGG13_,Training
LGG14_,Training
LGG15_,Inference
LGG16_,Training
LGG17_,Training
LGG18_,Training
LGG19_,Training
LGG1_,Inference
LGG20_,Training
LGG21_,Inference
LGG22_,Training
LGG23_,Training
LGG24_,Validation
LGG25_,Training
LGG26_,Inference
LGG27_,Training
LGG28_,Training
LGG29_,Training
LGG2_,Training
LGG30_,Training
LGG31_,Training
LGG32_,Inference
LGG33_,Inference
LGG34_,Training
LGG35_,Training
LGG36_,Inference
LGG37_,Training
LGG38_,Training
LGG39_,Training
LGG3_,Training
LGG40_,Training
LGG41_,Inference
LGG42_,Training
LGG43_,Training
LGG44_,Training
LGG45_,Training
LGG46_,Training
LGG47_,Training
LGG48_,Training
LGG49_,Validation
LGG4_,Training
LGG50_,Training
LGG51_,Training
LGG52_,Training
LGG53_,Training
LGG54_,Inference
LGG55_,Validation
LGG56_,Training
LGG57_,Training
LGG58_,Training
LGG59_,Inference
LGG5_,Training
LGG60_,Training
LGG61_,Training
LGG62_,Training
LGG63_,Training
LGG64_,Inference
LGG65_,Training
LGG66_,Training
LGG67_,Training
LGG68_,Inference
LGG69_,Validation
LGG6_,Inference
LGG70_,Validation
LGG71_,Training
LGG72_,Validation
LGG73_,Training
LGG74_,Training
LGG75_,Training
LGG7_,Inference
LGG8_,Inference
LGG9_,Training
